1,2,3,4,5,6,7
JT25_RS15810,34.6475,31.42,29.47,25.212,29.86,17.738
JT25_RS15815,11.7025,10.386,9.272,6.39,15.4025,7.174
JT25_RS15820,23.3275,12.862,14.284,10.29,10.63,9.848
JT25_RS15825,10.8175,9.75,9,8.572,10.71,4.982
JT25_RS15830,6.17,6.282,8.018,4.554,20.15,3.588
JT25_RS15835,22.27,17.814,23.554,16.32,16.4825,11.104
JT25_RS15840,9.5725,13.124,7.486,5.508,15.9825,4.042
JT25_RS15845,10.1875,9.196,10.448,9.478,24.2025,11.962
JT25_RS15850,30.55,34.832,41.58,33.812,74.3875,63.522
JT25_RS15855,58.705,45.574,72.798,51.42,67.1,241.436
JT25_RS15860,19.23,18.24,22.558,21.344,20.095,21.094
JT25_RS15865,262.195,175.936,178.12,153.458,110.0975,140.224
JT25_RS15870,14.3325,10.168,12.104,8.752,9.09,10.354
JT25_RS15875,426.0525,379.398,524.428,385.948,344.87,780.098
JT25_RS15880,259.9175,286.798,296.932,261.054,306.275,314.338
JT25_RS15885,35.6875,44.964,44.82,45.396,34.2475,33.85
JT25_RS15890,227.685,176.358,128.57,108.964,60.9075,80.848
JT25_RS15895,197.98,147.07,137.936,93.364,61.7125,71.186
JT25_RS15900,492.37,321.96,311.494,197.448,132.2925,102.622
JT25_RS15905,103.85,72.262,64.604,43.722,50.4075,9.346
JT25_RS15910,61.62,43.554,37.994,21.108,14.035,8.71
JT25_RS15915,66.4025,43.532,33.174,21.992,19.45,9.946
JT25_RS15920,317.0725,157.438,121.452,92.732,58.885,40.502
JT25_RS15925,51.9,30.758,19.926,11.14,17.67,8.124
JT25_RS15930,57.175,44.564,41.774,26.906,23.415,14.718
JT25_RS15935,90.9325,69.974,62.356,43.974,34.6075,19.306
JT25_RS15940,312.7175,255.578,220.978,158.612,107.115,60.37
JT25_RS15945,148.215,119.018,95.882,65.45,35.5875,37.636
JT25_RS15950,785.565,643.086,706.62,718.364,587.6425,64.978
JT25_RS15955,377.26,375.726,411.18,396.902,326.09,138.758
JT25_RS15960,474.59,527.86,633.852,522.758,563.965,545.38
JT25_RS15965,313.5075,314.54,395.184,364.65,381.4925,550.268
JT25_RS15970,317.3125,389.606,399.2,449.73,378.4175,780.692
JT25_RS15975,437.0975,339.984,275.374,255.352,165.76,245.708
JT25_RS15980,91.72,75.098,45.482,44.174,28.9025,19.6
JT25_RS15985,71.395,72.91,56.53,67.024,49.72,16.966
JT25_RS15990,263.2575,188.77,188.626,165.74,106.15,56.362
JT25_RS15995,529.2525,376.306,529.95,266.932,262.3525,248.47
JT25_RS16000,42.205,55.634,51.16,60.12,45.52,37.072
JT25_RS16005,80.24,97.644,117.906,115.976,228.9075,126.158
JT25_RS16010,96.715,95.974,122.362,68.298,67,91.676
JT25_RS16015,49.9575,52.704,55.286,39.93,52.1,13.946
JT25_RS16020,31.235,36.39,29.862,21.054,19.25,7.58
JT25_RS16025,43.13,49.992,56.316,47.924,46.735,43.168
JT25_RS16030,35.425,43.236,42.154,34.652,68.785,16.17
JT25_RS16035,85.5825,61.344,57.518,39.088,45.515,14.278
JT25_RS16040,44.905,46.468,37.42,28.938,41.2975,9.194
JT25_RS16045,182.225,99.042,103.884,71.032,82.6825,27.018
JT25_RS16050,130.6425,80.234,78.042,57.528,37.7125,26.784
JT25_RS16055,157.1125,108.74,104.972,83.884,72.545,89.238
JT25_RS16060,102.6475,85.838,86.674,87.21,78.0975,38.57
JT25_RS16065,64.09,47.134,66.172,43.118,974.4025,61.25
JT25_RS16070,10.09,9.536,11.826,8.744,25.9975,10.434
JT25_RS16075,183.1825,118.788,114.614,82.428,14148.245,82.972
JT25_RS16080,52.06,58.76,44.158,42.842,128.985,20.634
JT25_RS16085,250.95,225.73,179.538,184.982,130.98,188.47
JT25_RS16090,21.135,20.116,23.59,27.264,30.2975,13.296
JT25_RS16095,13.5875,13.222,13.786,8.532,14.4625,7.698
JT25_RS16100,18.54,16.328,16.99,13.51,107.0475,5.29
JT25_RS16105,21.235,17.146,23.334,16.982,28.3475,19.1
JT25_RS16110,10.68,13.802,20.104,11.786,12.76,8.938
JT25_RS16115,15.995,16.504,22.784,17.324,40.1325,9.456
JT25_RS16120,469.95,466.726,332.758,331.84,226.0075,161.414
JT25_RS16125,729.1075,644.04,438.824,369.378,283.72,167.002
JT25_RS16130,116,92.374,113.17,85.69,113.47,148.15
JT25_RS16135,26.295,15.35,19.22,11.432,69.255,9.25
JT25_RS16140,17.785,15.544,15.012,10.708,45.7175,6.83
JT25_RS16145,29.0675,30.896,27.556,20.04,18.775,16.806
JT25_RS16150,99.3225,66.782,96.324,64.686,58.87,49.852
JT25_RS16155,59.0125,56.254,80.148,57.25,58.93,112.046
JT25_RS16160,53.4975,52.134,66.508,41.608,41.7025,52.47
JT25_RS16165,33.71,32.922,33.134,21.146,13.2575,22.362
JT25_RS16170,353.875,335.53,363.264,267.066,238.385,191.112
JT25_RS16175,196.0625,168.928,199.168,124.81,89.4275,91.352
JT25_RS16180,86.46,60.364,53.792,37.426,27.9575,20.536
JT25_RS16190,504.475,341.324,323.388,311.33,164.2225,328.608
JT25_RS16195,1151.5025,687.618,718.284,616.392,363.42,916.942
JT25_RS16200,1174.895,985.962,1058.416,881.874,668.635,574.05
JT25_RS16205,221.7275,204.048,272.206,206.614,183.7425,1078.138
JT25_RS16210,1067.5675,1720.85,1848.626,2688.874,1955.2325,3853.016
JT25_RS16225,100.1325,86.298,77.488,54.488,35.3775,46.922
JT25_RS16235,147.745,133.348,106.764,89.116,69.3075,92.812
JT25_RS16240,94.55,94.03,85.806,68.494,56.79,176.196
JT25_RS16245,49.865,41.432,34.384,25.158,23.8975,17.458
JT25_RS16250,48.395,31.522,33.228,23.77,18.29,9.112
JT25_RS16255,58.675,40.188,40.332,23.582,25.635,9.356
JT25_RS16260,146.79,151.438,112.98,107.278,78.3775,25.272
JT25_RS16275,17.185,13.258,17.024,11.522,17.355,10.974
JT25_RS16280,21.4275,22.07,22.304,16.194,29.09,15.596
JT25_RS16285,9.205,12.146,12.2,7.98,31.71,6.216
JT25_RS16290,12.79,11.432,12.474,8.48,88.1475,4.372
JT25_RS16295,14.2975,13.27,16.152,10.596,26.3225,7.548
JT25_RS16300,17.9425,22.042,19.882,10.924,43.5925,7.836
JT25_RS16305,21.2075,21.146,26.958,18.994,48.84,14.75
JT25_RS16310,18.3625,20.272,19.012,15.21,167.0225,8.904
JT25_RS16315,18.6,20.038,31.276,16.22,23.7425,10.772
JT25_RS16320,11.0475,13.976,17.542,11.274,24.6275,7.838
JT25_RS16325,10.96,18.038,20.644,11.196,94.7025,10.8
JT25_RS16330,13.2125,9.694,19.272,12.2,15.4825,13.242
JT25_RS16335,54.03,55.038,58.226,39.828,60.7625,55.852
JT25_RS16340,8.6,9.182,10.236,7.866,27.4025,5.694
JT25_RS16345,18.5075,21.258,26.3,16.868,32.2025,24.412
JT25_RS16350,10.545,13.226,19.262,9.648,7.855,10.39
JT25_RS16355,15.4775,19.762,34.122,18.992,8.5325,5.08
JT25_RS16360,78.3775,77.072,97.478,62.902,25.505,53.778
JT25_RS16365,46.255,64.984,81.516,56.726,31.245,78.1
JT25_RS16370,45.385,56.32,60.136,43.234,27.04,42.532
JT25_RS16375,160.01,109.244,122.004,85.93,67.505,56.912
JT25_RS16380,154.5625,129.036,176.816,144.008,148.7,176.186
JT25_RS16385,76.96,77.18,88.494,62.966,99.56,173.504
JT25_RS16390,190.375,236.068,199.404,259.132,145.52,78.948
JT25_RS16395,144.985,121.876,148.544,150.734,229.91,154.276
JT25_RS16400,20.13,14.092,12.812,11.764,9.855,7.268
JT25_RS16405,24.865,19.334,15.826,15.218,15.8,7.506
JT25_RS16410,166.445,136.274,135.244,103.54,4903.3775,56.586
JT25_RS16415,62.945,48.84,53.21,39.018,38.09,25.754
JT25_RS16420,24.7875,17.922,18.162,15.044,44.46,22.918
JT25_RS16425,25.8025,32.464,47.484,53.456,88.485,311.028
JT25_RS16430,49.81,39.662,51.668,49.05,68.78,46.502
JT25_RS16435,5.31,7.276,10.11,9.066,73.76,14.05
JT25_RS16440,24.5125,29.576,37.426,25.86,29.75,53.396
JT25_RS16445,25.0125,19.578,20.938,14.382,23.3425,12.996
JT25_RS16450,22.2225,12.804,26.67,21.212,34.02,35.014
JT25_RS16455,4.995,6.352,6.328,6.092,10.495,3.726
JT25_RS16460,42.1625,43.512,47.786,43.544,44.5025,50.928
JT25_RS16465,115.5525,80.076,130.982,74.378,71.575,188.534
JT25_RS16470,15.4725,10.762,9.136,8.258,7.9925,3.212
JT25_RS16475,12.8475,8.128,10.546,9.302,9.1425,9.552
JT25_RS16480,11.7725,20.394,26.018,21.3,21.965,30.272
JT25_RS16485,16.0775,15.408,14.444,11.096,10.4075,8.542
JT25_RS16490,51.865,93.666,119.496,153.346,179.5575,287.868
JT25_RS16495,94.9525,138.662,212.686,242.414,281.44,376.632
JT25_RS16500,33.44,77.778,114.44,139.572,182.3075,158.036
JT25_RS16505,64.7075,141.894,230.898,275.34,340.5925,345.186
JT25_RS16510,27.6225,61.154,111.164,129.676,168.3675,123.762
JT25_RS16515,38.5575,90.158,150.98,155.89,177.5875,129.412
JT25_RS16520,39.6775,63.656,73.532,75.894,64.7075,22.94
JT25_RS16525,37.745,30.772,37.572,26.036,22.645,19.206
JT25_RS16530,6.45,3.466,5.26,3.13,6.9075,2.082
JT25_RS16535,4.33,4.902,5.954,2.554,5.965,1.8
JT25_RS16540,7.3475,9.958,11.792,6.362,19.7025,4.252
JT25_RS16545,9.3475,5.608,7.368,4.402,25.845,4.056
JT25_RS16550,5.0075,4.996,5.268,4,13.6175,4.022
JT25_RS16555,2.5475,2.042,1.854,1.79,11.34,1.46
JT25_RS16560,6.785,6.84,8.412,6.918,68.82,8.112
JT25_RS16565,4.3525,2.64,4.316,4.502,29.415,4.44
JT25_RS16570,18.3375,25.904,37.188,27.444,31.51,30.394
JT25_RS16575,15.175,22.238,23.036,16.642,27.6525,15.438
JT25_RS16580,15.28,15.118,17.796,10.79,39.0375,5.732
JT25_RS16585,37.9125,29.414,43.214,35.916,51.42,69.558
JT25_RS16590,71.8475,61.494,114.602,91.898,139.6525,372.384
JT25_RS16595,103.7225,79.404,80.45,79.364,125.6325,220.392
JT25_RS16600,27.6825,23.552,23.326,23.57,36.075,49.806
JT25_RS16605,128.43,78.35,67.3,55.02,39.3925,36.874
JT25_RS16610,20.6775,14.272,24.824,20.69,549.115,101.886
JT25_RS16620,11.22,17.304,19.892,18.492,18.64,18.5
JT25_RS16625,6.21,7.744,10.65,10.868,10.03,6.876
JT25_RS16630,4.175,5.132,6.098,4.692,7.035,6.474
JT25_RS16635,5.08,4.59,6.074,8.406,6.6125,4.67
JT25_RS16640,26.515,17.05,18.942,11.662,11.8775,8.75
JT25_RS16645,19.8425,17.254,19.182,13.304,15.135,9.852
JT25_RS16650,35.9725,25.982,26.876,20.352,35.3375,11.654
JT25_RS16655,74.2675,47.528,64.09,41.142,38.9825,75.862
JT25_RS16660,26.9925,23.85,26.52,23.056,54.325,23.228
JT25_RS16665,16.1775,14.336,18,12.352,25.61,49.204
JT25_RS16670,13.4875,42.862,19.646,11.52,16.775,19.466
JT25_RS16675,42.0325,47.658,35.522,41.064,40.7975,37.238
JT25_RS16680,4.8575,7.376,6.706,4.2,38.47,4.538
JT25_RS16685,8.945,6.61,8.594,17.922,42.1225,19.52
JT25_RS16690,4.5125,3.782,4.594,4.36,11.3425,5.096
JT25_RS16695,2.935,1.296,2.068,1.93,9.5175,5.336
JT25_RS16700,6.585,3.824,7.174,6.8,43.945,16.422
JT25_RS16705,10.0175,8.502,13.674,9.676,15.9975,12.476
JT25_RS16710,8.74,9.992,12.552,9.016,100.11,12.814
JT25_RS16715,22.7125,9.876,11.856,8.84,37.525,10.268
JT25_RS16720,18.9025,10.572,13.188,12.66,26.16,14.384
JT25_RS16725,52.09,48.142,60.272,59.368,162.4,101.708
JT25_RS16730,93.65,169.404,183.962,221.034,228.9175,1647.682
JT25_RS16735,14.975,20.07,18.088,11.154,31.3525,13.284
JT25_RS16740,16.1,14.29,16.444,10.428,21.46,11.788
JT25_RS16745,22.3,15.666,21.502,11.844,17.255,13.74
JT25_RS16750,21.7825,32.886,21.65,19.988,18.7375,9.928
JT25_RS16755,71.365,57.894,63.286,40.714,81.5275,16.368
JT25_RS16760,25.8625,23.198,31.96,22.734,20.62,24.278
JT25_RS16765,12.4375,19.662,19.556,16.1,19.165,24.62
JT25_RS16770,10.3025,13.44,16.478,11.298,39.24,21.704
JT25_RS16775,13.88,9.836,13.992,13.962,49.8,15.748
JT25_RS16780,20,21.798,14.84,18.714,17.54,13.176
JT25_RS16785,58.6425,57.902,48.46,50.01,48.815,30.802
JT25_RS16790,91.265,176.908,164.994,218.574,139.32,87.278
JT25_RS16795,6.98,6.102,10.23,8.536,11.5375,5.798
JT25_RS16800,6.8575,6.768,9.718,8.052,59.49,5.878
JT25_RS16805,2.535,2.146,3.948,3.21,7.93,2.58
JT25_RS16810,3.4525,3.004,3.576,3.186,9.67,4.656
JT25_RS16815,1.515,1.022,1.586,1.53,12.93,3.526
JT25_RS16825,1.405,2.07,2.782,2.508,6.115,5.462
JT25_RS16830,13.195,12.444,14.458,17.054,14.2075,28.962
JT25_RS16835,1.09,1.902,1.962,1.16,13.665,2.576
JT25_RS16840,2.2125,2.628,3.662,2.72,6.2475,3.206
JT25_RS16845,22.925,24.99,36.936,33.078,24.4925,22.2
JT25_RS16850,35.5325,50.902,43.092,48.51,34.17,15.268
JT25_RS16860,10.05,7.45,8.92,6.186,4.67,5.09
JT25_RS16865,16.1725,9.92,12.424,7.902,9.6825,7.848
JT25_RS16870,122.9025,81.212,62.788,50.01,23.8275,50.718
JT25_RS16875,148.1375,96.53,84.004,49.382,47.3375,37.736
JT25_RS16880,81.3325,60.23,57.726,41.622,21.0325,39.642
JT25_RS16885,350.9425,227.936,197.398,154.97,65.555,96.842
JT25_RS16890,1019.9475,736.428,696.02,546.518,330.9025,238.124
JT25_RS16895,52.825,58.586,51.778,40.264,40.2025,32.444
JT25_RS16900,33.6975,26.29,21.538,15.566,16.8575,5.498
JT25_RS16905,59.2775,38.046,34.64,22.536,18.2725,15.564
JT25_RS16910,44.62,34.04,36.572,27.18,23.03,24.328
JT25_RS16915,59.2975,48.13,51.766,40.788,32.4225,61.396
JT25_RS16920,34.53,29.182,25.22,21.816,12.5525,25.06
JT25_RS16925,102.5475,50.51,67.138,39.548,37.7325,48.928
JT25_RS16930,62.5075,36.746,55.654,42.008,49.99,38.254
JT25_RS16935,38.6625,40.084,33.736,26.57,44.835,23.738
JT25_RS16940,64.945,59.348,60.91,42.964,34.4325,38.52
JT25_RS16945,47.355,45.126,36.676,27.542,191.95,21.854
JT25_RS16950,111.765,67.542,90.722,48.566,51.985,28.546
JT25_RS16955,43.335,41.892,39.752,29.32,37.3975,14.19
JT25_RS16960,127.49,103.35,114.518,114.388,129.5575,275.238
JT25_RS16965,48.4875,36.17,43.06,36.178,35.7925,46.058
JT25_RS19160,7.0775,5.628,4.53,2.876,153.2725,1.722
JT25_RS19165,8.965,4.262,5.55,4.634,113.67,8.712
JT25_RS19170,8.8425,8.452,15.108,13.842,613.665,5.298
JT25_RS19180,5.54,5.944,2.926,3.778,93.7975,2.726
JT25_RS19185,2.095,7.258,2.192,2.036,62.4575,3.278
JT25_RS19190,4.0125,2.944,3.656,3.726,100.7625,3.136
JT25_RS19195,9.375,10.476,13.168,10.176,218.4125,8.618
JT25_RS19200,73.1325,46.268,52.118,33.27,368.645,10.888
JT25_RS19210,103.5575,107.982,63.776,66.022,193.3675,18.852
JT25_RS19215,130.6425,243.35,232.834,214.532,105.69,48.884
JT25_RS19220,158.5025,182.428,174.496,189.956,134.785,98.43
JT25_RS19225,17.3325,17.516,19.232,15.908,48.235,10.908
JT25_RS19235,10.8825,13.31,16.366,21.968,27.1825,9.784
JT25_RS19240,5.7225,9.598,17.8,25.492,38.5575,99.738
JT25_RS19245,54.295,85.62,213.916,201.37,444.9025,1148.306
JT25_RS19250,11.17,22.52,45.88,68.274,128.5175,206.352
JT25_RS19255,17.445,34.106,66.366,93.232,119.185,198.544
JT25_RS19260,15.6225,38.794,68.422,105.21,119.965,128.598
JT25_RS19265,14.6375,16.45,49.104,65.462,73.4525,43.276
JT25_RS19280,242.6625,261.136,353.038,244.396,183.58,135.702
JT25_RS19285,349.705,414.766,338.604,296.524,148.5075,98.42
JT25_RS19290,322.3325,269.04,285.938,222.05,122.11,75.922
JT25_RS19300,11.195,7.382,7.342,5.318,110.975,4.298
JT25_RS19305,5.9075,3.422,4.14,2.908,36.5525,2.234
JT25_RS19310,7.27,6.802,8.008,4.542,18.615,7.914
JT25_RS19330,45.99,44.2,47.35,32.902,127.94,21.852
JT25_RS19335,192.31,163.084,179.428,163.872,248.015,163.366
JT25_RS19340,38.6225,20.754,18.722,12.438,13.8325,8.06
JT25_RS19345,4563.36,2260.416,2821.306,1708.01,980.715,969.806
JT25_RS19350,2495.8975,1866.068,1265.162,1234.734,521.1875,818.318
JT25_RS19355,51.41,47.712,59.854,52.836,67.54,33.104
JT25_RS19360,25.1925,26.062,31.016,23.808,36.7975,17.666
JT25_RS19365,28.42,23.016,30.272,24.018,17.1925,17.11
JT25_RS19370,48.8375,30.82,33.41,22.744,17.68,14.508
JT25_RS19375,60.2575,45.57,37.864,27.122,17.0475,9.638
JT25_RS19380,51.2875,40.196,37.526,28.16,19.31,25.342
JT25_RS19385,139.3525,133.546,126.742,96.894,92.615,94.408
JT25_RS19390,28.5925,27.082,32.176,24.03,24.2825,21.532
JT25_RS19395,36.2125,30.114,44.262,24.19,21.4025,21.818
JT25_RS19400,21.41,25.718,28.212,21.85,17.575,16.648
JT25_RS19405,27.285,26.866,27.526,16.278,18.7325,4.766
JT25_RS19410,51.6075,44.888,52.088,32.17,27.79,28.268
JT25_RS19415,161.01,100.174,49.374,30.65,20.9075,17.176
JT25_RS19420,129.0875,135.698,47.662,25.796,20.8575,21.77
JT25_RS19425,221.0575,255.966,97.256,44.338,41.175,42.654
JT25_RS19430,189.5175,205.34,93.28,63.028,52.3475,74.468
JT25_RS19435,55.1375,41.436,51.88,37.054,50.84,29.7
JT25_RS19440,33.5925,32.82,30.812,27.346,33.9875,7.608
JT25_RS19445,31.9725,41.182,37.474,37.178,39.5925,24.326
JT25_RS19450,23.9275,34.246,42.622,41.376,57.725,45.568
JT25_RS19455,46.2375,53.616,62.458,61.688,58.485,64.47
JT25_RS19460,1779.8625,1704.576,1822.56,1100.508,884.6325,1624.774
JT25_RS19465,88.12,87.634,44.084,48.218,23.105,42.228
JT25_RS19470,6.0325,3.438,5.952,5.724,7.5275,4.442
JT25_RS19475,5.6725,4.618,5.496,7.978,18.1225,5.776
JT25_RS19485,31.7175,37.068,36.678,34.7,29.375,21.704
JT25_RS19500,159.975,169.7,201.152,239.392,223.955,279.448
JT25_RS19505,84.635,96.996,93.106,97.578,77.05,113.1
JT25_RS19510,231.385,236.788,323.342,250.714,249.7225,306.816
JT25_RS19515,89.315,105.352,112.192,114.344,93.685,82.256
JT25_RS19520,66.655,76.064,98.618,82.362,89.0875,66.494
JT25_RS19525,37.0225,64.954,70.308,60.192,81.97,178.06
JT25_RS19530,131.8875,150.198,158.68,170.684,151.3625,160.684
JT25_RS19535,73.36,77.752,89.7,90.082,71.865,57.878
JT25_RS19540,72.5475,59.29,77.766,53.554,89.6575,35.038
JT25_RS19545,152.585,116.074,123.352,71.47,179.265,68.614
JT25_RS19550,113.8975,115.408,99.642,92.202,66.81,107.092
JT25_RS19555,75.9825,71.996,82.63,72.26,73.48,53.776
JT25_RS19560,75.0875,65.454,82.268,51.222,45.0925,38.59
JT25_RS19565,27.1625,30.17,33.27,24.338,39.125,15.866
JT25_RS19570,71.015,72.41,66.82,54.01,53.76,48.304
JT25_RS19575,45.445,36.146,27.594,20.68,25.8475,9.102
JT25_RS23235,2.0975,1.492,2.86,2.11,17.3075,1.76
JT25_RS23240,1.72,1.746,2.416,2.718,24.295,4.516
JT25_RS23245,7.2725,7.582,7.004,10.142,8.7925,10.04
JT25_RS23250,3.855,3.226,5.682,4.906,20.7875,4.516
JT25_RS23255,11.91,16.668,12.154,10.936,22.0975,5.436
JT25_RS23260,8.365,9.048,9.706,7.282,16.1125,8.252
JT25_RS23265,7.2425,6,7.276,6.536,19.68,4.428
JT25_RS23270,15.2025,18.424,17.818,22.092,20.03,64.612
JT25_RS23275,135.305,75.6,180.118,122.232,155.48,1077.784
JT25_RS23280,1.185,0.924,1.112,1.524,4.8225,1.988
JT25_RS23285,1.73,0.692,2.11,1.972,8.7925,2.626
JT25_RS23290,4.18,2.772,4.976,4.096,12.9775,9.482
JT25_RS23305,15.7525,19.05,18.156,12.88,27.59,7.78
JT25_RS23310,6.4075,4.4,6.086,3.198,6.415,1.786
JT25_RS23315,13.1175,11.964,20.12,15.74,15.8075,13.14
JT25_RS23320,9.105,10.192,12.838,8.936,9.0475,11.816
JT25_RS23325,25.3375,24.798,18.406,19.116,16.65,14.212
JT25_RS23330,251.6875,243.322,384.19,290.728,214.2175,166.12
JT25_RS23340,165.4825,171.708,149.11,166.924,87.9775,65.202
JT25_RS23345,416.9775,313.912,442.34,277.604,227.45,202.362
JT25_RS23350,145.105,86.232,76.874,41.992,25.7275,34.096
JT25_RS23355,163.5675,84.43,65.288,50.964,18.3875,46.076
JT25_RS23360,929.7775,698.612,490.094,456.81,162.6375,264.158
JT25_RS23365,764.5225,712.94,459.798,409.482,172.36,178.382
JT25_RS23370,487.1825,356.826,406.04,301.08,250.66,86.166
JT25_RS23375,350.91,329.59,307.678,241.108,164.055,213.996
JT25_RS23385,440.37,485.298,531.064,251.936,178.9,1095.184
JT25_RS23390,25.23,24.742,39.052,31.854,24.755,28.85
JT25_RS23395,44.85,48.626,51.934,28.492,28.26,15.53
JT25_RS23400,17.645,14.248,14.87,12.172,9.95,9.816
JT25_RS23405,52.795,45.496,53.114,37.518,29,41.818
JT25_RS23415,19.53,21.844,28.984,26.096,37.0925,119.078
JT25_RS23420,21.025,21.124,29.37,24.254,28.165,51.84
JT25_RS23425,8.005,6.904,6.344,4.028,4.0275,3.316
JT25_RS23430,3.3025,4.324,3.674,2.804,3.6475,2.71
JT25_RS23435,2.0725,1.716,3.184,2.224,4.105,4.156
JT25_RS23440,2.02,1.882,1.602,1.026,4.6525,1.646
JT25_RS23445,1.7175,1.16,2.022,0.978,3.4,0.962
JT25_RS23450,1.8025,0.906,1.49,1.112,53.88,1.052
JT25_RS23455,0.955,0.648,0.764,0.864,0.9075,0.898
JT25_RS23460,1.4125,0.67,1.166,0.746,2.06,0.996
JT25_RS23465,3.6275,2.56,3.438,2.16,4.1525,3.252
JT25_RS23470,2.515,3.476,3.038,2.488,6.54,3.138
JT25_RS23475,1.805,1.946,2.21,2.13,7.535,2.876
JT25_RS23480,11.3675,12.744,16.046,11.476,40.77,18.014
JT25_RS23485,58.805,57.92,65.664,68.422,50.095,74.934
JT25_RS23490,57.4925,57.644,65.574,50.65,91.23,41.652
JT25_RS23495,2059.9375,1518.906,1578.994,1381.228,1049.65,1692.176
JT25_RS23500,101.475,112.622,107.804,104.072,154.8125,357.974
JT25_RS23505,37.595,28.708,30.466,20.202,22.6625,35.74
JT25_RS23510,135.54,125.532,165.94,116.678,122.1075,100.91
JT25_RS23515,54.035,58.152,86.238,74.498,89.165,220.514
JT25_RS23530,6.89,4.046,6.036,3.2,2.9575,2.872
JT25_RS23535,8.36,5.59,5.318,5.098,3.21,2.754
JT25_RS23540,12.94,12.556,10.226,8.928,4.6875,1.944
JT25_RS23545,19.3,17.616,17.876,15.39,15.7975,21.34
JT25_RS23550,14.6925,11.028,12.336,9.272,7.345,11.12
JT25_RS23555,15.61,15.29,19.38,15.206,28.3675,14.072
JT25_RS23570,12.0925,16.996,12.388,10.462,17.77,19.106
JT25_RS23575,14.41,9.212,7.866,6.562,6.78,4.292
JT25_RS23580,6.7575,4.99,4.482,3.738,4.805,3.742
JT25_RS23585,6.06,4.798,3.786,3.42,5.4725,3.572
JT25_RS23590,6.1725,5.518,6.55,4.442,11.2425,2.706
JT25_RS23595,8.4875,7.376,5.252,4.142,5.025,2.838
JT25_RS23600,7.3025,4.864,3.982,3.002,4.0475,1.524
JT25_RS23605,7.21,4.126,3.784,2.102,3.625,2.132
JT25_RS23610,4.9775,3.732,3.438,1.912,3.515,2.806
JT25_RS23615,4.8525,4.908,3.812,1.718,2.4275,2.71
JT25_RS23620,8.6925,3.732,5.09,2.988,3.9325,4.41
JT25_RS23625,38.425,18.27,18.244,24.548,20.5325,20.788
JT25_RS23725,124.28,155.082,162.862,182.918,128.0525,29.392
JT25_RS23730,13.8375,19.382,27.856,20.324,42.2,13.072
JT25_RS23810,45.84,48.652,31.4,32.548,12.1675,123.948
JT25_RS23815,133.5,83.48,50.18,44.154,31.21,136.728
JT25_RS23820,40.3625,47.702,34.812,23.356,21.87,6.788
JT25_RS23825,68.11,53.892,44.76,36.482,23.66,14.422
JT25_RS23835,37.44,36.984,37.476,35.622,43.1075,30.58
JT25_RS23840,46.4225,39.124,40.61,32.922,28.8975,33.064
JT25_RS23845,33.445,17.18,27.328,19.618,38.4775,15.976
JT25_RS24070,1414.7,998.686,793.162,709.848,370.4225,316.684
JT25_RS24075,979.06,764.426,495.976,595.048,273.89,128.906
JT25_RS24080,6412.82,3179.88,2772.342,1995.724,1089.7975,427.572
JT25_RS24085,7.7875,3.976,7.768,6.388,14.5075,15.486
JT25_RS24095,64.1175,40.936,58.994,34.622,159.9675,10.182
JT25_RS24100,96.4075,138.154,85.476,45.114,60.7475,100.004
JT25_RS24110,12.8925,3.954,5.77,5.272,26.7825,2.318
JT25_RS24115,21.845,8.974,5.376,4.412,20.7675,3.388
JT25_RS24120,862.025,1587.85,907.018,590.686,431.21,475.508
JT25_RS24130,1.1125,1.848,3.474,2.818,5.7475,5.184
JT25_RS24135,60.895,51.446,45.676,30.906,24.03,20.196
JT25_RS24140,2013.855,1575.706,1296.566,1023.408,477.995,274.378
JT25_RS24240,67.6625,61.078,79.192,56.788,44.2825,45.594
JT25_RS24245,126.28,89.784,84.29,63.172,279.895,20.356
JT25_RS24250,46.63,42.438,48.154,35.246,97.3025,32.752
JT25_RS24360,6.99,4.238,6.244,5.922,49.255,4.612
JT25_RS24365,10.2775,11.82,12.462,8.998,39.4775,5.538
JT25_RS24370,37.7575,34.888,38.708,32.988,24.9675,28.952
JT25_RS24375,48.0075,39.432,43.632,30.666,353.5475,28.88
JT25_RS24380,13.68,8.164,8.016,10.078,31.9225,14.612
JT25_RS24385,83.06,76.598,77.97,81.532,50.8225,34.724
JT25_RS24390,30.43,49.23,35.706,85.798,364.5,129.704
JT25_RS24445,10.6025,9.494,12.642,10.984,19.1475,5.714
JT25_RS24450,239.8525,173.164,151.082,129.872,71.2525,76.148
JT25_RS24530,102.1675,92.116,78.666,76.692,47.6025,22.604
JT25_RS24535,291.275,360.394,358.77,222.932,202.4275,102.606
JT25_RS24540,18.915,13.892,17.718,10.704,21.105,17.854
JT25_RS24545,132.2275,227.924,315.644,98.13,84.945,29.712
JT25_RS24550,202.78,382.476,468.976,162.324,95.91,37.156
JT25_RS24555,572.0975,850.534,969.274,298.412,161.885,59.284
JT25_RS24560,27.3925,26.982,24.922,31.774,28.88,23.082
JT25_RS24565,9.8275,10.864,6.986,6.772,7.3875,3.14
JT25_RS24760,3.6725,5.888,9.082,3.92,22.91,11.91
JT25_RS24765,91.705,87.51,68.64,76.182,63.2425,33.562
JT25_RS24770,12.6175,26.302,24.158,21.978,105.7825,29.088
JT25_RS24775,132.2425,95.908,42.77,62.596,23.6525,117.38
